"Indicator Category","Indicator Code","Indicator","Reporting Economy Code","Reporting Economy ISO3A Code","Reporting Economy","Partner Economy Code","Partner Economy ISO3A Code","Partner Economy","Product/Sector Classification Code","Product/Sector Classification","Product/Sector Code","Product/Sector","Period Code","Period","Frequency Code","Frequency","Unit Code","Unit","Year","Value Flag Code","Value Flag","Text Value","Value"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0030","HS MFN - Duty free","156","CHN","China","-","","-","HS","Harmonized System","220300","Beer made from malt","A","Annual","A","Annual","PCT","Percent","2016","","","","100"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0030","HS MFN - Duty free","156","CHN","China","-","","-","HS","Harmonized System","220410","Sparkling wine","A","Annual","A","Annual","PCT","Percent","2016","","","","0"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0030","HS MFN - Duty free","156","CHN","China","-","","-","HS","Harmonized System","220421","In containers holding 2 l or less","A","Annual","A","Annual","PCT","Percent","2016","","","","0"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0030","HS MFN - Duty free","156","CHN","China","-","","-","HS","Harmonized System","220429","Other","A","Annual","A","Annual","PCT","Percent","2016","","","","0"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0030","HS MFN - Duty free","156","CHN","China","-","","-","HS","Harmonized System","220430","Other grape must","A","Annual","A","Annual","PCT","Percent","2016","","","","0"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0030","HS MFN - Duty free","156","CHN","China","-","","-","HS","Harmonized System","220510","In containers holding 2 l or less","A","Annual","A","Annual","PCT","Percent","2016","","","","0"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0030","HS MFN - Duty free","156","CHN","China","-","","-","HS","Harmonized System","220590","Other","A","Annual","A","Annual","PCT","Percent","2016","","","","0"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0030","HS MFN - Duty free","156","CHN","China","-","","-","HS","Harmonized System","220600","Other fermented beverages (for example, cider, perry, mead)","A","Annual","A","Annual","PCT","Percent","2016","","","","0"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0030","HS MFN - Duty free","156","CHN","China","-","","-","HS","Harmonized System","220710","Undenatured ethyl alcohol of an alcoholic strength by volume of 80 % vol or higher","A","Annual","A","Annual","PCT","Percent","2016","","","","0"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0030","HS MFN - Duty free","156","CHN","China","-","","-","HS","Harmonized System","220720","Ethyl alcohol and other spirits, denatured, of any strength","A","Annual","A","Annual","PCT","Percent","2016","","","","0"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0030","HS MFN - Duty free","156","CHN","China","-","","-","HS","Harmonized System","220820","Spirits obtained by distilling grape wine or grape marc","A","Annual","A","Annual","PCT","Percent","2016","","","","0"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0030","HS MFN - Duty free","156","CHN","China","-","","-","HS","Harmonized System","220830","Whiskies","A","Annual","A","Annual","PCT","Percent","2016","","","","0"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0030","HS MFN - Duty free","156","CHN","China","-","","-","HS","Harmonized System","220840","Rum and other spirits obtained by distilling fermented sugarcane products","A","Annual","A","Annual","PCT","Percent","2016","","","","0"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0030","HS MFN - Duty free","156","CHN","China","-","","-","HS","Harmonized System","220850","Gin and Geneva","A","Annual","A","Annual","PCT","Percent","2016","","","","0"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0030","HS MFN - Duty free","156","CHN","China","-","","-","HS","Harmonized System","220860","Vodka","A","Annual","A","Annual","PCT","Percent","2016","","","","0"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0030","HS MFN - Duty free","156","CHN","China","-","","-","HS","Harmonized System","220870","Liqueurs and cordials","A","Annual","A","Annual","PCT","Percent","2016","","","","0"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0030","HS MFN - Duty free","156","CHN","China","-","","-","HS","Harmonized System","220890","Other","A","Annual","A","Annual","PCT","Percent","2016","","","","0"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0030","HS MFN - Duty free","156","CHN","China","-","","-","HS","Harmonized System","220900","Vinegar and substitutes for vinegar obtained from acetic acid","A","Annual","A","Annual","PCT","Percent","2016","","","","0"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0030","HS MFN - Duty free","156","CHN","China","-","","-","HS","Harmonized System","230110","Flours, meals and pellets, of meat or meat offal; greaves","A","Annual","A","Annual","PCT","Percent","2016","","","","0"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0030","HS MFN - Duty free","156","CHN","China","-","","-","HS","Harmonized System","230120","Flours, meals and pellets, of fish or of crustaceans, molluscs or other aquatic invertebrates","A","Annual","A","Annual","PCT","Percent","2016","","","","0"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0030","HS MFN - Duty free","156","CHN","China","-","","-","HS","Harmonized System","230210","Of maize (corn)","A","Annual","A","Annual","PCT","Percent","2016","","","","0"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0030","HS MFN - Duty free","156","CHN","China","-","","-","HS","Harmonized System","230230","Of wheat","A","Annual","A","Annual","PCT","Percent","2016","","","","0"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0030","HS MFN - Duty free","156","CHN","China","-","","-","HS","Harmonized System","230240","Of other cereals","A","Annual","A","Annual","PCT","Percent","2016","","","","0"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0030","HS MFN - Duty free","156","CHN","China","-","","-","HS","Harmonized System","230250","Of leguminous plants","A","Annual","A","Annual","PCT","Percent","2016","","","","0"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0030","HS MFN - Duty free","156","CHN","China","-","","-","HS","Harmonized System","230310","Residues of starch manufacture and similar residues","A","Annual","A","Annual","PCT","Percent","2016","","","","0"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0030","HS MFN - Duty free","156","CHN","China","-","","-","HS","Harmonized System","230320","Beetpulp, bagasse and other waste of sugar manufacture","A","Annual","A","Annual","PCT","Percent","2016","","","","0"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0030","HS MFN - Duty free","156","CHN","China","-","","-","HS","Harmonized System","230330","Brewing or distilling dregs and waste","A","Annual","A","Annual","PCT","Percent","2016","","","","0"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0030","HS MFN - Duty free","156","CHN","China","-","","-","HS","Harmonized System","230400","Oilcake and other solid residues, whether or not ground or in the form of pellets, resulting from the extraction of soyabean oil","A","Annual","A","Annual","PCT","Percent","2016","","","","0"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0030","HS MFN - Duty free","156","CHN","China","-","","-","HS","Harmonized System","230500","Oilcake and other solid residues, whether or not ground or in the form of pellets, resulting from the extraction of groundnut oil","A","Annual","A","Annual","PCT","Percent","2016","","","","0"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0030","HS MFN - Duty free","156","CHN","China","-","","-","HS","Harmonized System","230610","Of cotton seeds","A","Annual","A","Annual","PCT","Percent","2016","","","","0"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0030","HS MFN - Duty free","156","CHN","China","-","","-","HS","Harmonized System","230620","Of linseed","A","Annual","A","Annual","PCT","Percent","2016","","","","0"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0030","HS MFN - Duty free","156","CHN","China","-","","-","HS","Harmonized System","230630","Of sunflower seeds","A","Annual","A","Annual","PCT","Percent","2016","","","","0"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0030","HS MFN - Duty free","156","CHN","China","-","","-","HS","Harmonized System","230641","Of low erucic acid rape or colza seeds","A","Annual","A","Annual","PCT","Percent","2016","","","","0"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0030","HS MFN - Duty free","156","CHN","China","-","","-","HS","Harmonized System","230649","Other","A","Annual","A","Annual","PCT","Percent","2016","","","","0"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0030","HS MFN - Duty free","156","CHN","China","-","","-","HS","Harmonized System","230650","Of coconut or copra","A","Annual","A","Annual","PCT","Percent","2016","","","","0"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0030","HS MFN - Duty free","156","CHN","China","-","","-","HS","Harmonized System","230660","Of palm nuts or kernels","A","Annual","A","Annual","PCT","Percent","2016","","","","0"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0030","HS MFN - Duty free","156","CHN","China","-","","-","HS","Harmonized System","230690","Other","A","Annual","A","Annual","PCT","Percent","2016","","","","0"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0030","HS MFN - Duty free","156","CHN","China","-","","-","HS","Harmonized System","230700","Wine lees; argol","A","Annual","A","Annual","PCT","Percent","2016","","","","0"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0030","HS MFN - Duty free","156","CHN","China","-","","-","HS","Harmonized System","230800","Vegetable materials and vegetable waste, vegetable residues and byproducts, whether or not in the form of pellets, of a kind used in animal feeding, not elsewhere specified or included.","A","Annual","A","Annual","PCT","Percent","2016","","","","0"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0030","HS MFN - Duty free","156","CHN","China","-","","-","HS","Harmonized System","230910","Dog or cat food, put up for retail sale","A","Annual","A","Annual","PCT","Percent","2016","","","","0"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0030","HS MFN - Duty free","156","CHN","China","-","","-","HS","Harmonized System","230990","Other","A","Annual","A","Annual","PCT","Percent","2016","","","","0"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0030","HS MFN - Duty free","156","CHN","China","-","","-","HS","Harmonized System","240110","Tobacco, not stemmed/ stripped","A","Annual","A","Annual","PCT","Percent","2016","","","","0"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0030","HS MFN - Duty free","156","CHN","China","-","","-","HS","Harmonized System","240120","Tobacco, partly or wholly stemmed/ stripped","A","Annual","A","Annual","PCT","Percent","2016","","","","0"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0030","HS MFN - Duty free","156","CHN","China","-","","-","HS","Harmonized System","240130","Tobacco refuse","A","Annual","A","Annual","PCT","Percent","2016","","","","0"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0030","HS MFN - Duty free","156","CHN","China","-","","-","HS","Harmonized System","240210","Cigars, cheroots and cigarillos, containing tobacco","A","Annual","A","Annual","PCT","Percent","2016","","","","0"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0030","HS MFN - Duty free","156","CHN","China","-","","-","HS","Harmonized System","240220","Cigarettes containing tobacco","A","Annual","A","Annual","PCT","Percent","2016","","","","0"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0030","HS MFN - Duty free","156","CHN","China","-","","-","HS","Harmonized System","240290","Other","A","Annual","A","Annual","PCT","Percent","2016","","","","0"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0030","HS MFN - Duty free","156","CHN","China","-","","-","HS","Harmonized System","240311","Water pipe tobacco specified in Subheading Note 1 to this Chapter","A","Annual","A","Annual","PCT","Percent","2016","","","","0"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0030","HS MFN - Duty free","156","CHN","China","-","","-","HS","Harmonized System","240319","Other","A","Annual","A","Annual","PCT","Percent","2016","","","","0"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0030","HS MFN - Duty free","156","CHN","China","-","","-","HS","Harmonized System","240391","'Homogenised' or 'reconstituted' tobacco","A","Annual","A","Annual","PCT","Percent","2016","","","","0"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0030","HS MFN - Duty free","156","CHN","China","-","","-","HS","Harmonized System","240399","Other","A","Annual","A","Annual","PCT","Percent","2016","","","","0"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0030","HS MFN - Duty free","156","CHN","China","-","","-","HS","Harmonized System","250100","Salt (including table salt and denatured salt) and pure sodium chloride, whether or not in aqueous solution or containing added anticaking or freeflowing agents; sea water","A","Annual","A","Annual","PCT","Percent","2016","","","","75"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0030","HS MFN - Duty free","156","CHN","China","-","","-","HS","Harmonized System","250200","Unroasted iron pyrites","A","Annual","A","Annual","PCT","Percent","2016","","","","0"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0030","HS MFN - Duty free","156","CHN","China","-","","-","HS","Harmonized System","250300","Sulphur of all kinds, other than sublimed sulphur, precipitated sulphur and colloidal sulphur","A","Annual","A","Annual","PCT","Percent","2016","","","","0"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0030","HS MFN - Duty free","156","CHN","China","-","","-","HS","Harmonized System","250410","In powder or in flakes","A","Annual","A","Annual","PCT","Percent","2016","","","","0"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0030","HS MFN - Duty free","156","CHN","China","-","","-","HS","Harmonized System","250490","Other","A","Annual","A","Annual","PCT","Percent","2016","","","","0"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0030","HS MFN - Duty free","156","CHN","China","-","","-","HS","Harmonized System","250510","Silica sand and quartz sands","A","Annual","A","Annual","PCT","Percent","2016","","","","0"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0030","HS MFN - Duty free","156","CHN","China","-","","-","HS","Harmonized System","250590","Other","A","Annual","A","Annual","PCT","Percent","2016","","","","0"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0030","HS MFN - Duty free","156","CHN","China","-","","-","HS","Harmonized System","250610","Quartz","A","Annual","A","Annual","PCT","Percent","2016","","","","0"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0030","HS MFN - Duty free","156","CHN","China","-","","-","HS","Harmonized System","250620","Quartzite","A","Annual","A","Annual","PCT","Percent","2016","","","","0"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0030","HS MFN - Duty free","156","CHN","China","-","","-","HS","Harmonized System","250700","Kaolin and other kaolinic clays, whether or not calcined","A","Annual","A","Annual","PCT","Percent","2016","","","","0"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0030","HS MFN - Duty free","156","CHN","China","-","","-","HS","Harmonized System","250810","Bentonite","A","Annual","A","Annual","PCT","Percent","2016","","","","0"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0030","HS MFN - Duty free","156","CHN","China","-","","-","HS","Harmonized System","250830","Fireclay","A","Annual","A","Annual","PCT","Percent","2016","","","","0"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0030","HS MFN - Duty free","156","CHN","China","-","","-","HS","Harmonized System","250840","Other clays","A","Annual","A","Annual","PCT","Percent","2016","","","","0"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0030","HS MFN - Duty free","156","CHN","China","-","","-","HS","Harmonized System","250850","Andalusite, kyanite and sillimanite","A","Annual","A","Annual","PCT","Percent","2016","","","","0"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0030","HS MFN - Duty free","156","CHN","China","-","","-","HS","Harmonized System","250860","Mullite","A","Annual","A","Annual","PCT","Percent","2016","","","","0"
